ID,AnnualIncome,Age,Gender,MembershipLevel,TotalSpend,MonthsAsUser,AppPurchase,TargetAmt
37598704,170000,33,M,1,0.01,5,0,0
37603295,80000,38,F,2,600,5,0,0
37603791,95000,39,F,1,0.01,8,1,1
37608360,80000,66,F,2,1000,4,0,0
37610453,155000,29,F,1,0.01,4,0,0
37610968,110000,25,M,1,0.01,4,0,0
37611468,110000,53,F,4,35000,9,0,0
37611964,#N/A,63,M,3,6000,2,0,0
37612464,110000,48,F,1,0.01,8,0,0
37615005,#N/A,57,F,3,18000,8,1,2
37615501,215000,,F,1,0.01,8,1,1
37616028,50000,43,F,1,0.01,5,0,0
37617059,110000,50,F,1,0.01,8,0,0
37618560,95000,64,,3,12000,27,0,0
37619604,140000,59,F,2,5000,4,0,0
37629952,140000,53,U,1,0.01,4,0,0
37630993,110000,68,U,1,0.01,5,0,0
37639206,110000,51,M,3,9000,8,0,0
37641308,80000,62,F,3,6000,5,0,0
37642827,80000,37,,1,0.01,,0,0
37645460,95000,41,F,1,0.01,8,0,0
37648035,155000,43,F,1,0.01,8,1,1
37650560,125000,52,F,3,11000,7,0,0
37651583,170000,60,M,3,11447.78,32,0,0
37652105,80000,41,,1,0.01,5,0,0
37657271,80000,69,M,2,4489.63,7,0,0
37661910,140000,78,M,3,6000,2,0,0
37662410,110000,75,F,2,1505.11,6,1,1
37664456,95000,63,M,2,300,8,0,0
37664952,155000,68,F,1,0.01,16,1,1
37665460,170000,69,M,3,12053.35,18,0,0
37666475,125000,45,F,3,6000,1,0,0
37672661,125000,37,F,1,0.01,5,1,1
37675261,170000,69,U,1,0.01,9,0,0
37682012,125000,71,M,2,3000,8,0,0
37683019,185000,,F,1,0.01,9,1,1
37685542,125000,68,U,2,3000,9,0,0
37688177,80000,71,F,2,4855,20,0,0
37688673,110000,58,F,2,0.02,8,0,0
37691240,125000,77,,3,6884.25,8,1,1
37691771,125000,43,M,1,0.01,5,0,0
37692271,95000,39,U,1,0.01,8,0,0
37695890,65000,37,F,2,4800,8,0,0
37697923,140000,62,F,1,0.01,8,0,0
37701033,125000,73,U,3,6000,3,0,0
37703583,140000,,M,1,0.01,8,0,0
37704580,125000,71,F,3,6000,6,0,0
37706108,65000,63,,3,6000,13,0,0
37714216,125000,51,M,1,0.01,6,0,0
37714739,140000,52,F,2,2000,1,0,0
37717290,125000,76,F,3,6000,1,0,0
37718858,185000,42,U,1,0.01,4,1,2
37719366,200000,54,F,1,0.01,7,1,1
37720364,155000,26,M,2,4500,2,0,0
37721921,200000,78,M,2,3000,9,1,1
37724440,#N/A,53,,3,6000,6,0,0
37727547,65000,64,,1,0.01,7,0,0
37728543,65000,67,M,3,8000,14,0,0
37729043,140000,52,F,2,2000,5,0,0
37734144,140000,24,F,2,52.54,8,0,0
37735647,245000,40,F,2,1000,9,1,1
37737208,125000,62,M,2,5000,2,0,0
37737704,95000,44,F,2,2035.1,7,0,0
37740284,80000,56,,3,9106.01,9,0,0
37744387,#N/A,52,F,1,0.01,8,0,0
37747165,110000,57,F,2,1740,4,0,0
37747688,140000,44,M,2,4035.56,4,0,0
37748188,65000,51,M,1,0.01,8,0,0
37752851,110000,38,F,3,11053.35,7,0,0
37760498,155000,47,M,1,0.01,8,0,0
37771384,140000,43,F,1,0.01,8,1,1
37774944,215000,55,M,2,300,8,1,2
37779083,170000,72,M,2,1000,9,0,0
37783706,155000,65,F,2,3000,8,0,0
37787299,#N/A,66,F,3,12000,2,1,1
37790419,215000,44,F,3,9000,8,1,1
37798045,155000,29,F,2,500,1,1,1
37804789,305000,55,,2,3000,8,1,2
37807320,125000,47,F,2,3000,8,1,1
37808342,95000,43,M,1,0.01,4,0,0
37810436,200000,58,M,3,12000,12,1,1
37810959,125000,61,F,1,0.01,8,0,0
37812552,140000,48,F,2,50,10,0,0
37817775,170000,,F,2,1350,1,1,1
37818402,80000,50,M,1,0.01,4,0,0
37824909,140000,63,F,2,77.79,2,0,0
37825417,125000,59,F,3,6000,2,0,0
37832588,170000,39,F,3,7802.36,11,1,1
37836133,140000,62,M,1,0.01,8,0,0
37837156,95000,58,F,3,6000,4,0,0
37837679,#N/A,38,U,1,0.01,4,0,0
37839710,#N/A,54,M,2,3000,8,0,0
37844764,125000,55,F,3,13116.5,9,0,0
37846830,#N/A,38,U,1,0.01,5,1,1
37852414,155000,,F,3,10105.32,8,0,0
37854484,125000,66,,1,0.01,8,0,0
37856533,140000,49,F,1,0.01,5,0,0
37857556,170000,60,F,1,0.01,9,0,0
37868841,140000,35,,2,100,8,1,1
37870862,110000,,,3,12000,10,0,0
37876470,#N/A,63,M,3,6000,1,0,0
37884359,350000,29,F,1,0.01,5,1,3
37892130,110000,50,F,3,6107.64,11,0,0
37893145,95000,43,F,3,7652.67,10,1,1
37900907,230000,41,F,2,2035.01,8,1,1
37905216,185000,34,M,1,0.01,7,1,2
37907308,#N/A,59,F,1,0.01,8,0,0
37908371,140000,50,M,2,100,1,0,0
37918130,140000,64,M,2,1000,5,0,0
37918679,65000,,F,2,2500,12,1,1
37921815,65000,72,F,4,50000,5,0,0
37923494,185000,43,F,2,1800,1,1,1
37928887,65000,61,F,3,12000,8,1,1
37932981,125000,,M,2,4600,13,0,0
37933511,155000,46,F,2,420,4,0,0
37937401,50000,54,,3,13700,8,0,0
37949353,110000,41,M,1,0.01,5,0,0
37952940,155000,49,M,3,12000,8,0,0
37953466,125000,45,M,3,6053.34,4,0,0
37956074,80000,57,F,2,420.01,8,0,0
37959154,95000,63,F,2,3000,9,0,0
37959669,140000,37,M,1,0.01,9,1,1
37962767,125000,49,F,1,0.01,5,0,0
37964298,140000,47,F,1,0.01,5,0,0
37966312,155000,62,F,2,1000,23,0,0
37966827,110000,30,F,2,4000,4,1,1
37969931,95000,49,M,3,9000,27,0,0
37973998,110000,54,F,2,500,9,0,0
37975583,110000,62,M,2,2000,3,0,0
37978639,125000,54,M,2,3075.99,1,0,0
37982768,140000,66,M,3,12000,2,0,0
37984272,80000,76,,3,17000,9,0,0
37989410,185000,62,F,1,0.01,10,0,0
37991465,155000,64,F,2,3000,5,0,0
37993069,95000,32,F,2,500,4,0,0
38003305,185000,49,M,2,0.02,5,0,0
38005898,155000,58,F,3,6000,2,0,0
38010514,#N/A,32,F,2,50,12,1,1
38013661,155000,,M,3,6000,2,0,0
38016687,125000,58,F,3,6000,2,0,0
38022326,#N/A,51,,3,20000,6,0,0
38027964,125000,50,M,1,0.01,5,0,0
38029525,80000,35,U,3,6000,1,0,0
38030582,185000,52,F,2,1000,5,0,0
38036203,80000,70,M,3,6000,4,0,0
38040413,#N/A,55,F,1,0.01,7,0,0
38041479,95000,63,,3,10053.35,12,0,0
38041975,95000,50,U,3,16882.27,3,0,0
38043510,65000,60,F,3,7500,3,0,0
38047035,95000,,F,3,6000,3,0,0
38050060,#N/A,,F,1,0.01,5,0,0
38054244,110000,47,F,1,0.01,4,0,0
38058819,155000,44,F,1,0.01,4,1,1
38062387,155000,40,,1,0.01,6,0,0
38066005,80000,59,M,3,7833.76,12,0,0
38072129,170000,51,F,2,2000,1,0,0
38074660,95000,23,M,2,2000,5,0,0
38076736,170000,51,,1,0.01,4,0,0
38077325,155000,46,M,2,420,11,0,0
38077848,155000,50,F,4,22380.66,0,0,0
38081993,80000,51,F,2,720,1,0,0
38084518,140000,68,M,3,8467.73,13,1,1
38085581,125000,,F,3,12000,3,0,0
38087134,110000,43,M,1,0.01,1,0,0
38093843,110000,36,F,1,0.01,4,0,0
38095897,155000,66,M,4,40000,4,0,0
38096397,155000,36,F,1,0.01,5,1,1
38097407,155000,27,M,1,0.01,5,0,0
38101455,185000,42,M,3,6000,1,1,1
38104020,140000,59,F,2,3000,5,0,0
38107623,110000,58,M,2,200.01,10,0,0
38109642,125000,70,F,2,1000,4,0,0
38110144,125000,71,M,3,7292.49,3,0,0
38114794,200000,69,U,2,5000,4,0,0
38126482,65000,77,M,2,3000,22,0,0
38127560,110000,51,M,2,5000,13,0,0
38129082,185000,,,3,6000,6,0,0
38130080,140000,46,,1,0.01,9,0,0
38131206,170000,75,M,3,6053.82,12,0,0
38134230,230000,35,F,2,1000,4,1,1
38137328,50000,35,U,1,0.01,6,0,0
38137824,80000,35,M,1,0.01,4,0,0
38138820,155000,,F,2,3000,8,0,0
38140337,185000,48,M,1,0.01,5,0,0
38150596,95000,64,M,3,6000,5,1,1
38151649,110000,57,M,1,0.01,26,0,0
38152653,110000,41,F,2,480,4,0,0
38153153,80000,53,F,1,0.01,5,0,0
38155199,#N/A,68,F,3,6000,2,0,0
38163574,200000,55,F,2,4000,5,0,0
38163884,125000,63,M,2,2500.01,4,0,0
38167278,230000,66,M,3,10500,1,1,1
38168304,110000,47,,1,0.01,5,0,0
38171003,185000,53,F,3,14000,8,0,0
38174592,185000,32,F,2,300.01,9,1,1
38175165,125000,68,F,2,1000,5,0,0
38175661,185000,66,,2,5000,5,0,0
38184164,125000,59,M,2,3000,8,0,0
38185250,125000,36,F,1,0.01,8,1,1
38185810,125000,51,F,3,6000,1,0,0
38186833,125000,28,F,1,0.01,4,1,1
38188330,110000,65,M,4,20643.53,3,0,0
38198718,170000,37,F,1,0.01,4,1,1
38199722,215000,,F,3,12000,8,0,0
38208136,125000,76,M,2,2623.91,4,0,0
38211820,65000,53,F,1,0.01,7,0,0
38214411,140000,76,F,2,3000,3,0,0
38216465,125000,44,F,1,0.01,7,1,1
38219103,170000,67,F,2,0.02,5,0,0
38219600,200000,71,F,2,5000,12,1,1
38220608,200000,33,F,1,0.01,4,0,0
38222147,170000,48,F,2,3000,8,0,0
38223666,170000,66,U,2,1000,7,0,0
38229257,140000,31,F,2,420,4,0,0
38232290,140000,64,,1,0.01,10,0,0
38236890,230000,61,F,2,4000,3,1,1
38237411,110000,52,F,3,19000,14,0,0
38240021,110000,44,U,2,1580,1,0,0
38246615,140000,,F,3,6000,2,0,0
38253298,155000,,F,2,5000,5,0,0
38254855,80000,76,M,2,4500,16,0,0
38255860,170000,47,F,1,0.01,5,0,0
38256904,80000,61,F,2,480,4,0,0
38261606,65000,43,U,2,2000,4,0,0
38262106,110000,38,F,1,0.01,8,1,1
38262610,125000,37,F,3,6653.35,11,1,1
38263641,185000,76,,3,6053.35,20,0,0
38266756,125000,,M,2,3000,2,0,0
38267833,140000,60,F,2,5000,20,0,0
38273744,125000,25,F,3,6105.32,7,0,0
38275879,155000,45,F,2,2000,5,0,0
38283286,170000,68,,2,3000,25,0,0
38284835,95000,56,,2,900,8,0,0
38285890,95000,46,M,1,0.01,5,0,0
38287524,170000,59,F,2,1200,5,1,1
38295934,140000,60,F,2,4000,6,0,0
38296965,95000,77,,2,3052.66,22,0,0
38300024,125000,55,M,2,4500,1,0,0
38303597,#N/A,37,F,3,6000,1,0,0
38309471,125000,68,M,3,6000,5,0,0
38311514,125000,65,F,1,0.01,8,0,0
38313185,110000,64,,2,3000,5,0,0
38316796,110000,29,F,4,21000,1,1,1
38321510,170000,39,F,1,0.01,8,0,0
38322524,155000,51,F,2,3000,3,0,0
38325698,185000,63,F,2,1100,8,1,1
38328271,80000,72,M,3,12053.35,5,0,0
38329812,140000,71,F,3,12056.7,7,0,0
38330829,140000,42,F,1,0.01,8,0,0
38332384,95000,,F,1,0.01,5,0,0
38338013,170000,57,F,3,6000,2,0,0
38340115,155000,49,M,2,3000,5,1,1
38342142,50000,74,F,3,6053.35,5,0,0
38343688,215000,37,F,1,0.01,8,1,2
38346229,#N/A,68,F,2,1500,5,1,1
38350323,95000,42,,1,0.01,4,0,0
38351869,215000,40,F,1,0.01,10,0,0
38352415,80000,63,F,3,12000,2,0,0
38355040,110000,,F,4,20513.95,3,0,0
38363433,#N/A,67,M,4,24000,4,0,0
38365576,95000,47,M,2,255.7,16,0,0
38366084,170000,49,F,3,6000,9,0,0
38368699,95000,59,F,3,11000,1,1,1
38369725,65000,57,U,2,4000,7,0,0
38371266,110000,58,F,2,4085.03,9,0,0
38371762,140000,64,,2,3000,8,0,0
38372785,155000,61,M,2,600,8,0,0
38373285,140000,66,,2,1000,5,0,0
38375849,155000,49,M,2,35,3,0,0
38376888,155000,78,,2,5000,7,0,0
38377922,95000,53,M,1,0.01,7,0,0
38378449,#N/A,25,F,2,3000,1,1,3
38378996,125000,51,F,2,5000,6,0,0
38380540,260000,59,M,1,0.01,5,1,2
38383086,170000,67,,3,9000,3,0,0
38384082,95000,64,F,4,21105.32,7,0,0
38385143,170000,35,M,2,3000,10,1,2
38386166,125000,73,F,3,12000,4,0,0
38387189,110000,34,M,2,900,9,0,0
38390910,140000,56,F,3,18176.79,4,0,0
38394037,110000,76,F,4,31000,5,0,0
38395572,155000,41,F,2,300,9,1,1
38397648,155000,74,,3,9884.25,8,0,0
38399756,230000,28,F,4,30000,,1,1
38400274,140000,50,F,2,3000,1,0,0
38402927,80000,56,,2,3000,8,0,0
38403958,95000,51,F,2,2730,4,0,0
38414399,185000,43,M,2,3536.48,5,0,0
38419510,140000,62,F,1,0.01,9,0,0
38423185,155000,59,M,3,9600,8,0,0
38424203,140000,65,,2,2000,4,0,0
38429370,185000,62,F,3,6000,3,1,1
38431439,290000,49,M,1,0.01,5,1,2
38433040,80000,75,F,3,5842.12,8,1,1
38434071,80000,39,F,2,50,11,0,0
38440373,125000,59,M,1,0.01,16,0,0
38444034,110000,46,,1,0.01,5,0,0
38444557,125000,37,U,3,12000.01,8,0,0
38449125,50000,52,M,2,3000,8,0,0
38451464,140000,47,,2,500,11,0,0
38452487,140000,42,F,3,6000,2,1,1
38465384,95000,59,F,2,3260,7,0,0
38465902,185000,70,F,3,6000,1,0,0
38471139,155000,50,F,1,0.01,8,0,0
38475258,95000,66,F,3,5500,6,0,0
38479091,50000,28,F,2,5000,3,0,0
38481509,125000,64,F,2,300,9,0,0
38483510,140000,63,M,2,500,9,0,0
38489160,110000,67,M,1,0.01,7,0,0
38490699,110000,47,F,2,600,11,0,0
38494813,185000,54,F,3,6000,1,1,1
38495828,110000,46,M,3,6000,5,0,0
38496344,155000,69,F,3,15088.81,8,1,1
38498401,110000,56,F,3,7000,8,0,0
38502530,155000,36,F,3,11500,11,1,1
38503065,140000,55,F,3,18204.09,7,0,0
38504584,125000,70,,4,30712.01,7,0,0
38505084,125000,,F,2,3000,21,0,0
38512676,80000,47,F,2,250,3,0,0
38517350,230000,32,F,1,0.01,5,1,1
38522507,110000,75,F,2,480.01,18,0,0
38525093,125000,76,M,2,500,16,0,0
38528130,200000,39,F,3,12000,2,1,1
38532685,155000,71,F,2,1500,5,1,1
38535838,110000,64,M,3,18000,4,0,0
38536877,110000,52,F,3,6053.34,4,0,0
38537377,95000,74,,2,2200,9,0,0
38541480,125000,54,F,2,3000,8,0,0
38545779,170000,60,M,3,12600,9,0,0
38549421,125000,,F,2,4000,1,0,0
38551450,110000,24,F,2,1000,3,1,1
38555073,125000,61,F,3,6000.01,8,0,0
38556118,80000,58,F,2,4000,6,0,0
38557157,95000,66,F,3,6000,2,0,0
38557653,95000,43,U,1,0.01,8,0,0
38565451,110000,,F,2,1000,1,1,1
38572695,50000,62,M,3,12000,2,0,0
38576224,110000,43,,1,0.01,6,0,0
38576801,140000,34,F,1,0.01,4,1,1
38577824,140000,54,M,3,12000,4,0,0
38585070,95000,68,M,2,1000,1,0,0
38590146,155000,59,F,2,240,18,1,1
38590642,170000,50,F,2,540,8,0,0
38595270,65000,,M,2,3000,4,0,0
38596810,50000,45,M,3,6053.34,4,0,0
38603981,215000,43,F,2,600,4,0,0
38605070,125000,70,M,2,1500,8,0,0
38608622,110000,53,F,2,4000,6,0,0
38609645,155000,36,M,1,0.01,5,0,0
38611240,140000,42,M,1,0.01,10,0,0
38624547,230000,46,F,1,0.01,5,0,0
38628186,110000,34,F,1,0.01,5,0,0
38630334,125000,43,M,2,1000,1,0,0
38631403,200000,,M,2,300,9,0,0
38631900,215000,68,M,3,8000,6,0,0
38633910,80000,75,F,3,6000,2,0,0
38637460,110000,62,M,2,4000,5,0,0
38640500,80000,58,M,1,0.01,5,0,0
38641026,200000,30,F,2,2500,3,0,0
38642553,95000,55,F,1,0.01,9,0,0
38643096,110000,53,,1,0.01,8,0,0
38643592,200000,45,F,2,2412.45,4,0,0
38650777,#N/A,56,M,2,300,8,0,0
38653350,125000,47,F,1,0.01,8,1,1
38654357,95000,58,M,1,0.01,5,0,0
38655353,125000,48,F,2,3000,3,0,0
38656880,110000,32,M,2,3480,11,1,1
38657380,110000,44,M,3,9053.35,8,0,0
38663186,80000,62,F,1,0.01,8,0,0
38666762,170000,56,,3,6000,1,0,0
38669362,140000,67,F,3,9000,8,0,0
38671936,170000,45,F,1,0.01,8,1,2
38673009,140000,77,F,2,1000,6,0,0
38673513,125000,48,M,1,0.01,20,0,0
38677160,80000,72,M,4,60138.81,27,0,0
38679333,50000,68,F,3,6000,5,1,1
38683942,140000,47,F,2,2400,8,0,0
38685970,155000,56,M,3,6053.35,10,0,0
38686976,95000,49,F,2,1280,9,1,1
38688049,#N/A,69,M,4,30000,4,0,0
38691120,95000,,,2,600,4,0,0
38692097,155000,57,,1,0.01,9,0,0
38693301,155000,54,M,4,25500,4,0,0
38694332,95000,27,F,2,3500,3,1,1
38695940,95000,,F,2,1000,1,0,0
38697498,140000,41,F,3,8500,2,0,0
38706829,125000,46,M,1,0.01,10,0,0
38708341,110000,37,U,1,0.01,8,0,0
38712926,110000,32,F,2,2000,1,0,0
38718592,95000,67,M,2,2000,1,0,0
38719629,95000,53,M,3,9000,11,0,0
38730096,230000,36,F,1,0.01,7,0,0
38731645,50000,,F,1,0.01,6,0,0
38733214,170000,49,F,3,6000,8,0,0
38738917,140000,52,,1,0.01,10,0,0
38741594,95000,33,M,1,0.01,5,0,0
38745743,95000,57,,1,0.01,7,0,0
38748327,110000,42,,1,0.01,5,0,0
38748831,170000,48,U,2,480,12,0,0
38752766,50000,55,,3,10500,6,0,0
38753797,125000,,M,1,0.01,4,0,0
38759590,200000,,M,1,0.01,5,1,1
38760122,170000,65,U,3,9400,9,1,1
38761153,110000,50,M,1,0.01,8,0,0
38761676,65000,51,F,2,2550,14,0,0
38764713,110000,75,F,3,6105.32,8,0,0
38771388,50000,60,M,2,3000,1,0,0
38772414,125000,78,M,2,750,19,0,0
38773933,125000,62,F,3,7500,11,1,1
38774441,140000,62,M,2,3000,7,0,0
38775448,125000,37,F,1,0.01,8,0,0
38781723,140000,42,M,2,300,9,0,0
38783769,170000,35,F,2,1000,8,0,0
38789473,50000,28,F,2,1200,1,1,1
38791028,140000,30,M,2,750,9,1,1
38791583,140000,61,F,2,3000,7,0,0
38801538,200000,38,F,2,3000,4,1,1
38802593,170000,,F,2,1500,1,1,1
38803115,140000,77,F,3,12000,5,0,0
38806262,65000,71,U,2,1119.99,10,0,0
38807196,110000,66,F,3,6000,5,1,1
38807820,#N/A,36,F,1,0.01,4,1,1
38811959,155000,30,F,2,50.01,4,1,1
38816101,80000,65,,3,6000,12,0,0
38818759,110000,48,F,1,0.01,,0,0
38820320,95000,38,M,2,1000,1,1,1
38821377,95000,,,4,38653.35,8,0,0
38822497,215000,37,F,1,0.01,4,1,1
38825585,80000,65,U,2,3000,4,0,0
38829319,170000,41,F,1,0.01,5,1,1
38829882,245000,43,F,2,1500,4,1,1
38835785,#N/A,73,F,3,7448.02,11,0,0
38842048,245000,40,F,1,0.01,5,1,1
38844717,50000,74,F,4,20725.6,3,0,0
38852175,#N/A,37,F,1,0.01,5,1,1
38853180,#N/A,54,F,3,10000,12,0,0
38857304,110000,41,M,3,6000,4,0,0
38857843,95000,56,F,2,3000,4,0,0
38858360,110000,31,F,1,0.01,5,1,1
38862618,140000,32,M,1,0.01,5,1,1
38863126,#N/A,64,M,3,20000,4,1,1
38865846,140000,76,,2,4989.29,0,0,0
38866850,125000,68,F,2,1000,1,1,1
38867873,125000,46,F,2,1000,5,0,0
38871501,110000,68,F,3,6000,1,0,0
38872567,110000,72,F,2,500,18,0,0
38874136,125000,70,F,1,0.01,8,1,1
38879278,125000,76,U,3,7500,6,0,0
38884913,185000,41,F,1,0.01,9,1,1
38886487,125000,77,F,2,50,6,0,0
38887025,170000,42,F,2,600.01,5,1,1
38887521,155000,76,F,2,5000,1,0,0
38889605,#N/A,35,F,1,0.01,5,1,1
38891162,215000,30,F,1,0.01,4,1,2
38892193,110000,76,F,2,3426.88,23,0,0
38892711,155000,40,,2,1500,7,0,0
38894250,125000,70,F,3,10000,5,0,0
38896296,#N/A,76,M,1,0.01,4,0,0
38904205,230000,75,F,1,0.01,6,0,0
38908839,110000,,F,4,26000,11,1,1
38913590,155000,70,,3,6000,4,0,0
38915630,125000,54,F,3,10000,16,0,0
38929356,80000,76,M,3,5567.74,27,0,0
38931911,125000,75,F,3,6000,1,0,0
38932420,155000,48,F,2,0.02,8,0,0
38932969,95000,48,F,3,13257.44,4,0,0
38934490,170000,27,F,2,1500,1,1,1
38940333,140000,52,,2,1000,1,0,0
38940864,95000,52,M,2,5000,1,0,0
38943049,110000,41,M,2,1350,10,1,1
38945670,185000,66,M,3,10000,4,1,1
38947230,140000,57,F,2,4000,4,1,1
38948750,110000,67,F,2,2000,8,0,0
38952935,170000,35,F,2,35,1,1,2
38956108,110000,75,F,3,6000,5,0,0
38958658,155000,,F,3,6000,2,0,0
38961250,125000,76,F,3,12106.7,7,0,0
38971573,230000,,M,3,11105.32,7,0,0
38973657,155000,38,F,2,3000,1,1,1
38978292,155000,29,F,2,100,2,0,0
38980343,80000,46,M,2,20,10,0,0
38982508,110000,45,U,2,5000,1,0,0
38983016,110000,52,,2,5000,1,0,0
38984608,110000,52,F,1,0.01,10,1,1
38985124,35000,44,U,1,0.01,5,0,0
38986732,155000,26,F,2,0.02,4,0,0
38988271,185000,68,F,2,500,13,0,0
38989820,125000,49,F,3,6000,5,0,0
38990888,125000,49,M,1,0.01,5,1,1
38992910,155000,78,F,3,6000,2,1,1
38994441,35000,63,M,3,12158.67,8,0,0
38996525,110000,49,,1,0.01,5,0,0
38999583,125000,56,,3,15000,1,0,0
39000121,125000,49,,1,0.01,5,1,1
39002680,170000,59,F,1,0.01,5,0,0
39004216,80000,40,F,1,0.01,5,0,0
39009447,140000,62,M,1,0.01,5,0,0
39009960,185000,57,F,2,2000,6,0,0
39010976,50000,52,M,1,0.01,5,0,0
39016176,80000,75,F,2,3083.82,6,0,0
39017709,215000,56,F,1,0.01,9,0,0
39019809,125000,51,F,1,0.01,8,0,0
39022443,140000,70,F,3,12000,2,0,0
39027585,215000,79,F,3,6053.34,4,1,1
39029111,95000,71,,3,6000,4,0,0
39031167,170000,36,F,2,3000,13,0,0
39033216,110000,54,M,2,1000,9,0,0
39035359,185000,26,F,2,75,3,1,1
39041618,65000,71,U,4,20692.79,3,0,0
39045176,110000,61,,2,1200,5,0,0
39048787,110000,49,,1,0.01,8,0,0
39052466,140000,44,F,1,0.01,4,0,0
39054086,170000,33,M,1,0.01,5,0,0
39061376,140000,44,F,1,0.01,5,0,0
39062895,290000,37,F,2,1000,4,1,3
39065517,350000,50,F,3,6000,3,1,2
39066572,335000,59,M,3,10000,4,1,2
39070227,155000,42,M,3,6000,5,1,1
39071290,125000,29,F,3,6000,1,1,1
39072327,185000,77,F,3,10000,24,0,0
39073846,95000,74,F,4,20000.01,7,0,0
39077914,140000,41,U,1,0.01,4,0,0
39079968,#N/A,31,F,2,5000,2,1,1
39082608,95000,53,F,2,1000,1,0,0
39101556,110000,31,F,2,1500,5,0,0
39110288,185000,75,M,2,500,10,1,1
39112345,140000,,F,2,1000,1,0,0
39112876,95000,65,F,3,6000,5,0,0
39114917,170000,34,F,1,0.01,5,1,1
39117002,80000,75,U,1,0.01,4,0,0
39117541,155000,67,M,2,3000,2,0,0
39118610,140000,75,F,3,20000,10,0,0
39123720,110000,56,F,1,0.01,5,0,0
39125820,170000,62,U,3,6000,1,0,0
39129507,200000,48,F,3,7600,10,1,1
39130602,170000,50,F,1,0.01,6,1,1
39131668,140000,67,F,2,3000,2,0,0
39133830,110000,37,M,3,6000,6,0,0
39134969,140000,58,,1,0.01,8,0,0
39137020,125000,45,F,3,6000,1,0,0
39139162,170000,46,F,1,0.01,5,1,1
39140160,230000,47,F,3,6053.35,6,1,1
39142252,110000,40,M,2,2400,8,1,1
39146738,200000,67,U,2,1250,5,0,0
39153980,200000,54,F,2,3000,5,1,2
39155567,125000,78,F,2,5000,4,0,0
39158795,125000,54,M,1,0.01,4,0,0
39159686,125000,73,M,2,4500,21,0,0
39161974,95000,72,U,2,3000,1,0,0
39163527,185000,66,F,3,11904.09,4,0,0
39165643,80000,52,M,3,6000,2,0,0
39173476,170000,35,M,1,0.01,5,1,1
39177323,140000,49,M,2,1250,1,0,0
39180243,110000,56,,3,9000,8,0,0
39186918,170000,,F,2,1500,5,1,2
39191610,95000,44,F,2,2000,5,0,0
39192110,155000,66,M,1,0.01,4,0,0
39194180,110000,65,,2,3800,1,0,0
39196786,95000,41,,1,0.01,4,0,0
39202956,125000,41,F,3,12000,5,0,0
39204452,95000,43,F,1,0.01,11,0,0
39206498,110000,62,F,4,20266.31,3,0,0
39206994,125000,67,M,3,12106,8,0,0
39207508,140000,46,F,2,12,5,0,0
39208016,125000,75,M,3,15000,4,0,0
39209551,110000,64,U,3,5040,29,0,0
39210584,80000,66,F,3,6000,1,0,0
39213150,155000,42,F,4,20050,4,1,1
39213702,95000,52,F,1,0.01,7,0,0
39215217,155000,70,M,3,6000,16,0,0
39216256,95000,43,F,2,1200,1,0,0
39218887,155000,48,M,2,3000,8,0,0
39219883,#N/A,44,M,3,6000,2,0,0
39220997,185000,55,U,4,25000,11,0,0
39221560,170000,45,F,2,600,4,0,0
39222639,140000,64,M,3,6000,13,1,1
39227797,125000,42,F,2,500,1,1,1
39228831,50000,66,F,2,3000,17,1,1
39229366,260000,57,F,1,0.01,8,1,1
39230771,125000,47,F,1,0.01,9,0,0
39231484,140000,60,F,2,240,4,1,1
39234157,185000,51,F,1,0.01,5,0,0
39236800,170000,,F,1,0.01,4,1,1
39238390,125000,52,,1,0.01,8,0,0
39240475,260000,,M,3,12000,8,1,2
39243148,95000,69,F,3,8884.25,8,0,0
39251736,110000,65,F,2,473.89,7,0,0
39252236,65000,73,,2,3017.63,27,0,0
39252759,140000,,M,1,0.01,8,0,0
39253836,140000,41,F,1,0.01,4,0,0
39255880,170000,50,F,2,1500,1,0,0
39266644,170000,54,,2,300,9,0,0
39268183,125000,39,F,1,0.01,4,0,0
39268701,125000,62,,3,6000,2,0,0
39269236,170000,47,M,1,0.01,7,0,0
39270757,155000,43,F,2,1500,5,0,0
39273837,140000,30,M,2,750,4,0,0
39276437,140000,63,F,2,3000,6,0,0
39279070,155000,59,F,2,1000,4,0,0
39282682,125000,65,F,3,6000,2,0,0
39288796,200000,72,,2,3000,2,0,0
39290324,125000,67,M,2,3000,9,0,0
39292351,140000,49,F,2,300,8,0,0
39293870,170000,70,M,3,6000,2,1,1
39301067,155000,54,U,3,6000.01,4,0,0
39323044,200000,67,F,2,5000,3,1,1
39329930,110000,62,F,3,8000,4,0,0
39330733,95000,72,F,2,3220,11,0,0
39332612,80000,67,F,3,6053.35,7,0,0
39337800,95000,41,M,3,8180,9,0,0
39339897,140000,74,M,2,3000,5,0,0
39340402,140000,73,F,3,9053.35,27,1,1
39340933,140000,49,M,2,3000,5,0,0
39345579,155000,68,F,3,9000,8,0,0
39347148,155000,49,U,3,5120.28,8,0,0
39348756,125000,70,,3,16053.35,7,0,0
39349795,200000,43,F,2,3000,2,0,0
39351307,170000,39,F,1,0.01,7,0,0
39357992,185000,35,M,1,0.01,9,0,0
39360063,155000,51,F,3,6000,6,0,0
39363291,140000,37,U,2,840,9,0,0
39370484,185000,65,F,3,6000,11,1,1
39372029,155000,33,F,1,0.01,5,0,0
